restaurant_id,name,city,state,cuisine_type,price_band,rating,review_count,address,postal_code,source_url,has_menu,date_accessed
104251,Ox Restaurant,Portland,OR,"Argentinean, Grill, Steakhouse",$50 and over,4.8,313,2225 NE Martin Luther King Jr. Blvd,97212,https://www.opentable.com/restaurant/profile/104251,False,2026-01-24T18:49:47.091851
50389,Noble Rot,Portland,OR,"Wine Bar, American, Farm-to-table",$31 to $50,4.8,81,1111 East Burnside Fourth Floor,97214,https://www.opentable.com/restaurant/profile/50389,True,2026-01-24T18:49:47.091855
159097,C'est Si Bon! Bistro+Vins,Portland,OR,"Bistro, Contemporary French, French",$31 to $50,4.9,41,22 NE 7th Avenue,97232,https://www.opentable.com/restaurant/profile/159097,False,2026-01-24T18:49:47.092065
1034035,Canard - Burnside,Portland,OR,"French American, Wine Bar, Contemporary American",$31 to $50,4.8,172,734 E Burnside St,97214-1219,https://www.opentable.com/restaurant/profile/1034035,False,2026-01-24T18:49:47.092226
1051177,OK Omens,Portland,OR,"Wine Bar, Contemporary American, Northwest",$50 and over,4.8,109,1758 SE Hawthorne Blvd,97214,https://www.opentable.com/restaurant/profile/1051177,False,2026-01-24T18:49:47.092231
3106,Morton's The Steakhouse - Portland,Portland,OR,"Steakhouse, Seafood, American",$50 and over,4.5,261,213 SW Clay St,97201,https://www.opentable.com/restaurant/profile/3106,False,2026-01-24T18:49:47.092235
1357414,Parallel PDX,Portland,OR,"Wine Bar, Contemporary American",$30 and under,5.0,21,3101 NE Sandy Blvd,97232,https://www.opentable.com/restaurant/profile/1357414,True,2026-01-24T18:49:47.093233
32362,Davis Street Tavern,Portland,OR,"Northwest, American",$30 and under,4.1,1220,500 NW Davis Street,97209,https://www.opentable.com/restaurant/profile/32362,False,2026-01-24T18:49:47.093484
1273207,Cafe Med - Eugene,Eugene,OR,"Italian, Comfort Food, Café",$31 to $50,4.7,89,3443 Hilyard St,97405-3881,https://www.opentable.com/restaurant/profile/1273207,False,2026-01-24T18:50:35.441224
150517,Ristorante Italiano - Excelsior Inn,Eugene,OR,"Italian, Northwest",$31 to $50,4.6,1368,754 E 13th Ave,97401,https://www.opentable.com/restaurant/profile/150517,True,2026-01-24T18:50:35.441269
148456,Oregon Electric Station,Eugene,OR,"Steakhouse, Italian, Seafood",$31 to $50,4.3,2623,27 East 5th Ave,97401,https://www.opentable.com/restaurant/profile/148456,True,2026-01-24T18:50:35.441663
1368694,Sweet Waters on the River,Eugene,OR,"French American, Seafood, American",$30 and under,4.7,99,1000 Valley River Way,97401-2215,https://www.opentable.com/restaurant/profile/1368694,False,2026-01-24T18:50:35.443120
1364146,Kennedy's Steakhouse,Eugene,OR,"Steakhouse, Steak, Seafood",$31 to $50,4.8,262,199 E 5th Ave,97401-8716,https://www.opentable.com/restaurant/profile/1364146,True,2026-01-24T18:50:35.443125
273664,Mazzi's Italian Food Restaurant,Eugene,OR,"Wine Bar, Pizzeria, Italian",$30 and under,4.3,829,3377 E Amazon Dr,97405,https://www.opentable.com/restaurant/profile/273664,True,2026-01-24T18:50:35.443464
1437925,Marcus DC,Washington,DC,American,$30 and under,4.6,268,222 M St NE,20002,https://www.opentable.com/restaurant/profile/1437925,True,2026-01-24T18:51:06.693659
1356313,Gordon Ramsay Hell's Kitchen - Washington DC,Washington,DC,"American, Contemporary European",$50 and over,4.3,698,652 Wharf St,20024,https://www.opentable.com/restaurant/profile/1356313,False,2026-01-24T18:51:06.694044
1274545,The Bazaar by José Andrés - DC,Washington,DC,Home cooking,$30 and under,4.7,458,1100 Pennsylvania Avenue NW,20004-2501,https://www.opentable.com/restaurant/profile/1274545,False,2026-01-24T18:51:06.694055
1088005,Elcielo Washington DC,Washington DC,DC,"Latin American, Colombian, Contemporary Latin",$50 and over,4.9,46,1280 4th St NE,20002,https://www.opentable.com/restaurant/profile/1088005,False,2026-01-24T18:51:06.694064
173740,The Dabney,Washington,DC,"American, Farm-to-table",$50 and over,4.7,364,122 Blagden Alley NW,20001,https://www.opentable.com/restaurant/profile/173740,False,2026-01-24T18:51:06.694073
